Word,Frequency
easy,"{'money': 0.3333333333333333, 'acting': 0.3333333333333333, 'being': 0.3333333333333333}"
money,"{'its': 0.009259259259259259, 'lounging': 0.009259259259259259, 'with': 0.009259259259259259, 'biggs': 0.009259259259259259, 'to': 0.018518518518518517, 'count': 0.009259259259259259, 'balances': 0.009259259259259259, 'or': 0.018518518518518517, 'come': 0.027777777777777776, 'just': 0.037037037037037035, 'girl': 0.05555555555555555, 'might': 0.027777777777777776, 'got': 0.009259259259259259, 'no': 0.009259259259259259, 'your': 0.027777777777777776, 'i': 0.07407407407407407, 'monopolies': 0.009259259259259259, 'gone': 0.009259259259259259, 'long': 0.009259259259259259, 'goin': 0.009259259259259259, 'baby': 0.009259259259259259, 'rocking': 0.027777777777777776, 'screaming': 0.009259259259259259, 'rock': 0.018518518518518517, 'change': 0.009259259259259259, 'aint': 0.009259259259259259, 'brings': 0.009259259259259259, 'pussy': 0.08333333333333333, 'is': 0.018518518518518517, 'you': 0.009259259259259259, 'too': 0.037037037037037035, 'for': 0.009259259259259259, 'grew': 0.009259259259259259, 'millionsmillions': 0.009259259259259259, 'like': 0.009259259259259259, 'we': 0.018518518518518517, 'see': 0.009259259259259259, 'on': 0.027777777777777776, 'while': 0.009259259259259259, 'counters': 0.009259259259259259, 'dont': 0.009259259259259259, 'damn': 0.018518518518518517, 'lets': 0.009259259259259259, 'and': 0.018518518518518517, 'talk': 0.009259259259259259, 'nothing': 0.037037037037037035, 'longer': 0.009259259259259259, 'this': 0.009259259259259259, 'partied': 0.018518518518518517, 'caused': 0.009259259259259259, 'getters': 0.009259259259259259, 'yeah': 0.009259259259259259, 'can': 0.018518518518518517, 'fame': 0.009259259259259259, 'but': 0.009259259259259259, 'shit': 0.009259259259259259, 'still': 0.009259259259259259, 'kicked': 0.027777777777777776}"
its,"{'about': 0.013157894736842105, 'a': 0.10526315789473684, 'deeper': 0.006578947368421052, 'like': 0.09210526315789473, 'honest': 0.006578947368421052, 'tension': 0.006578947368421052, 'different': 0.006578947368421052, 'okay': 0.006578947368421052, 'gq': 0.006578947368421052, 'only': 0.03289473684210526, 'gym': 0.006578947368421052, 'earth': 0.006578947368421052, 'ominous': 0.006578947368421052, 'the': 0.05263157894736842, 'getting': 0.013157894736842105, 'wolf': 0.006578947368421052, 'no': 0.046052631578947366, 'probably': 0.006578947368421052, 'cheaper': 0.006578947368421052, 'all': 0.006578947368421052, 'sent': 0.006578947368421052, 'looking': 0.006578947368421052, 'gods': 0.006578947368421052, 'much': 0.006578947368421052, 'as': 0.006578947368421052, 'not': 0.02631578947368421, 'double': 0.006578947368421052, 'flesh': 0.006578947368421052, 'war': 0.006578947368421052, 'my': 0.02631578947368421, 'what': 0.006578947368421052, 'really': 0.006578947368421052, 'honey': 0.006578947368421052, 'heaven': 0.006578947368421052, 'funny': 0.02631578947368421, 'easy': 0.013157894736842105, 'hate': 0.006578947368421052, 'these': 0.006578947368421052, 'awkward': 0.006578947368421052, 'you': 0.006578947368421052, 'nothing': 0.006578947368421052, 'leftovers': 0.006578947368421052, 'platinum': 0.006578947368421052, 'more': 0.013157894736842105, 'murder': 0.006578947368421052, 'off': 0.006578947368421052, 'coming': 0.03289473684210526, 'gonna': 0.006578947368421052, '911': 0.006578947368421052, 'blacking': 0.006578947368421052, 'hers': 0.006578947368421052, 'that': 0.006578947368421052, 'another': 0.02631578947368421, 'cemented': 0.006578947368421052, 'baked': 0.006578947368421052, 'dmv': 0.006578947368421052, 'dipped': 0.006578947368421052, 'gettin': 0.019736842105263157, 'either': 0.006578947368421052, 'death': 0.006578947368421052, 'revealed': 0.006578947368421052, 'blenders': 0.006578947368421052, 'too': 0.006578947368421052, 'purple': 0.006578947368421052, 'how': 0.006578947368421052, 'homicide': 0.006578947368421052, 'so': 0.006578947368421052, 'lanvin': 0.006578947368421052, 'pie': 0.006578947368421052, 'its': 0.006578947368421052, 'when': 0.006578947368421052, 'mardi': 0.006578947368421052, 'still': 0.013157894736842105, 'jail': 0.006578947368421052, 'just': 0.019736842105263157, 'three': 0.006578947368421052, 'lizard': 0.006578947368421052, 'good': 0.006578947368421052, 'fifa': 0.019736842105263157, 'on': 0.006578947368421052}"
about,"{'to': 0.05263157894736842, 'your': 0.02631578947368421, 'it': 0.3157894736842105, 'me': 0.2631578947368421, 'my': 0.02631578947368421, 'know': 0.02631578947368421, 'the': 0.10526315789473684, 'place': 0.02631578947368421, 'a': 0.02631578947368421, 'sex': 0.02631578947368421, 'this': 0.02631578947368421, 'rap': 0.02631578947368421, 'ya': 0.02631578947368421, '14000': 0.02631578947368421}"
to,"{'be': 0.06111111111111111, 'grow': 0.002777777777777778, 'hell': 0.005555555555555556, 'fight': 0.002777777777777778, 'tre': 0.002777777777777778, 'the': 0.11388888888888889, 'a': 0.011111111111111112, 'treat': 0.011111111111111112, 'juggle': 0.002777777777777778, 'scramble': 0.002777777777777778, 'kill': 0.005555555555555556, 'god': 0.008333333333333333, 'one': 0.002777777777777778, 'another': 0.002777777777777778, 'three': 0.002777777777777778, 'them': 0.008333333333333333, 'go': 0.05277777777777778, 'sleep': 0.005555555555555556, 'brighten': 0.011111111111111112, 'try': 0.011111111111111112, 'me': 0.041666666666666664, 'akinyele': 0.002777777777777778, 'every': 0.002777777777777778, 'death': 0.002777777777777778, 'headbutt': 0.002777777777777778, 'get': 0.03611111111111111, 'wrappin': 0.002777777777777778, 'haunt': 0.002777777777777778, 'keep': 0.011111111111111112, 'z': 0.002777777777777778, 'build': 0.002777777777777778, 'tell': 0.013888888888888888, 'different': 0.002777777777777778, 'sosa': 0.002777777777777778, 'weigh': 0.002777777777777778, 'riris': 0.002777777777777778, 'stand': 0.005555555555555556, 'pray': 0.002777777777777778, 'your': 0.016666666666666666, 'find': 0.016666666666666666, 'ever': 0.005555555555555556, 'prison': 0.002777777777777778, 'rise': 0.002777777777777778, 'bust': 0.002777777777777778, 'my': 0.030555555555555555, 'lord': 0.008333333333333333, 'sell': 0.002777777777777778, 'mine': 0.002777777777777778, 'all': 0.008333333333333333, 'coexist': 0.002777777777777778, 'show': 0.005555555555555556, 'live': 0.002777777777777778, 'separate': 0.002777777777777778, 'switch': 0.005555555555555556, 'him': 0.005555555555555556, 'turn': 0.002777777777777778, 'put': 0.002777777777777778, 'win': 0.005555555555555556, 'invest': 0.002777777777777778, 'ruin': 0.005555555555555556, 'double': 0.002777777777777778, 'grammy': 0.002777777777777778, 'see': 0.002777777777777778, 'run': 0.002777777777777778, 'set': 0.008333333333333333, 'drop': 0.008333333333333333, 'heaven': 0.002777777777777778, 'maryland': 0.002777777777777778, 'you': 0.013888888888888888, 'it': 0.011111111111111112, 'other': 0.002777777777777778, 'love': 0.002777777777777778, 'instagram': 0.002777777777777778, 'mothers': 0.002777777777777778, 'ashes': 0.002777777777777778, 'that': 0.002777777777777778, 'fiddle': 0.002777777777777778, 'church': 0.011111111111111112, 'floss': 0.002777777777777778, 'walk': 0.002777777777777778, 'clickin': 0.002777777777777778, 'echo': 0.002777777777777778, 'hang': 0.002777777777777778, 'steal': 0.002777777777777778, 'question': 0.002777777777777778, 'fall': 0.002777777777777778, 'holla': 0.002777777777777778, 'bury': 0.002777777777777778, 'say': 0.005555555555555556, 'wear': 0.002777777777777778, 'woolers': 0.002777777777777778, 'em': 0.005555555555555556, 'reach': 0.002777777777777778, 'shooters': 0.008333333333333333, 'rappers': 0.002777777777777778, 'guide': 0.002777777777777778, 'lay': 0.002777777777777778, 'blame': 0.002777777777777778, 'sit': 0.008333333333333333, 'fuck': 0.005555555555555556, 'hand': 0.002777777777777778, 'have': 0.008333333333333333, 'state': 0.002777777777777778, 'lose': 0.008333333333333333, 'craft': 0.002777777777777778, 'some': 0.002777777777777778, 'admire': 0.002777777777777778, 'dealing': 0.002777777777777778, 'bloom': 0.002777777777777778, 'pass': 0.002777777777777778, 'angels': 0.002777777777777778, 'send': 0.002777777777777778, 'queens': 0.002777777777777778, 'make': 0.008333333333333333, 'dead': 0.002777777777777778, 'norfolk': 0.002777777777777778, 'let': 0.002777777777777778, 'sew': 0.002777777777777778, 'sunday': 0.002777777777777778, 'protect': 0.002777777777777778, 'shore': 0.002777777777777778, 'choose': 0.002777777777777778, 'paint': 0.002777777777777778, 'cop': 0.002777777777777778, 'two': 0.002777777777777778, 'models': 0.002777777777777778, 'forefathers': 0.002777777777777778, 'zombie': 0.002777777777777778, 'heavens': 0.002777777777777778, 'know': 0.008333333333333333, 'face': 0.002777777777777778, 'play': 0.002777777777777778, '5': 0.002777777777777778, 'talk': 0.005555555555555556, 'watch': 0.002777777777777778, 'what': 0.005555555555555556, 'marathon': 0.005555555555555556, 'cover': 0.005555555555555556, 'simple': 0.002777777777777778, 'front': 0.002777777777777778, 'save': 0.002777777777777778, 'wife': 0.002777777777777778, 'real': 0.002777777777777778, 'conversations': 0.002777777777777778, 'bitches': 0.002777777777777778, 'do': 0.008333333333333333, 'score': 0.002777777777777778, 'feel': 0.002777777777777778, 'anything': 0.013888888888888888, 'school': 0.002777777777777778, 'use': 0.002777777777777778, 'dope': 0.002777777777777778, 'clarity': 0.002777777777777778, 'tie': 0.002777777777777778, 'el': 0.002777777777777778, 'collect': 0.002777777777777778, 'tow': 0.002777777777777778, 'box': 0.002777777777777778, 'touch': 0.002777777777777778}"
be,"{'a': 0.03333333333333333, 'your': 0.008333333333333333, 'worth': 0.008333333333333333, 'fuckin': 0.008333333333333333, 'rich': 0.008333333333333333, 'my': 0.03333333333333333, 'on': 0.03333333333333333, 'ridin': 0.008333333333333333, 'scared': 0.008333333333333333, 'in': 0.016666666666666666, 'here': 0.041666666666666664, 'fair': 0.008333333333333333, 'compared': 0.008333333333333333, 'thinkin': 0.016666666666666666, 'threatened': 0.008333333333333333, 'alumni': 0.008333333333333333, 'awkward': 0.016666666666666666, 'watching': 0.008333333333333333, 'proper': 0.025, 'that': 0.016666666666666666, 'kings': 0.008333333333333333, 'hiding': 0.008333333333333333, 'thankful': 0.008333333333333333, 'more': 0.016666666666666666, 'televised': 0.008333333333333333, 'the': 0.025, 'him': 0.008333333333333333, 'you': 0.008333333333333333, 'honest': 0.008333333333333333, 'all': 0.1, 'woooh': 0.025, 'i': 0.025, 'who': 0.05, 'nigga': 0.03333333333333333, 'always': 0.008333333333333333, 'pretty': 0.008333333333333333, 'screamin': 0.008333333333333333, 'fresh': 0.008333333333333333, 'owin': 0.008333333333333333, 'drug': 0.008333333333333333, 'like': 0.008333333333333333, 'better': 0.008333333333333333, 'famous': 0.008333333333333333, 'strangers': 0.008333333333333333, 'fucked': 0.008333333333333333, 'this': 0.03333333333333333, 'makin': 0.008333333333333333, 'blurred': 0.008333333333333333, 'selfish': 0.008333333333333333, 'trappin': 0.025, 'dyin': 0.025, 'so': 0.05, 'me': 0.008333333333333333, 'niggas': 0.008333333333333333, 'bothered': 0.008333333333333333, 'damned': 0.016666666666666666, 'free': 0.008333333333333333, 'no': 0.008333333333333333, 'uber': 0.008333333333333333, 'certain': 0.008333333333333333, 'nervous': 0.008333333333333333, 'schooling': 0.008333333333333333}"
a,"{'surgical': 0.0018115942028985507, 'hearttoheart': 0.0018115942028985507, 'bad': 0.009057971014492754, 'dad': 0.0018115942028985507, 'winner': 0.0018115942028985507, 'steve': 0.0018115942028985507, 'babys': 0.0018115942028985507, 'child': 0.0036231884057971015, 'pornstar': 0.0018115942028985507, 'babyfaced': 0.0018115942028985507, 'dinner': 0.0018115942028985507, 'mason': 0.0018115942028985507, 'minute': 0.009057971014492754, 'chest': 0.0018115942028985507, 'arm': 0.0018115942028985507, 'doctor': 0.0018115942028985507, 'nigga': 0.050724637681159424, 'link': 0.0018115942028985507, 'higher': 0.0018115942028985507, 'million': 0.012681159420289856, 'dead': 0.0036231884057971015, 'quarterpiece': 0.0018115942028985507, 'four': 0.0018115942028985507, 'half': 0.0036231884057971015, 'l': 0.0018115942028985507, 'brick': 0.010869565217391304, 'legend': 0.0018115942028985507, 'game': 0.0018115942028985507, 'baby': 0.0036231884057971015, 'conduit': 0.0018115942028985507, 'gun': 0.007246376811594203, 'to': 0.0036231884057971015, 'pawn': 0.0018115942028985507, 'beach': 0.0036231884057971015, 'tactic': 0.0018115942028985507, 'sweet': 0.005434782608695652, 'wheelie': 0.0018115942028985507, 'fuse': 0.0036231884057971015, 'double': 0.0018115942028985507, 'new': 0.010869565217391304, 'surrogate': 0.0018115942028985507, 'drivethru': 0.0018115942028985507, 'different': 0.010869565217391304, 's': 0.0018115942028985507, 'chef': 0.0036231884057971015, 'hundred': 0.007246376811594203, 'handle': 0.0018115942028985507, 'whore': 0.0018115942028985507, 'must': 0.0036231884057971015, 'bitch': 0.016304347826086956, 'call': 0.0036231884057971015, 'catholic': 0.0018115942028985507, 'lesser': 0.0018115942028985507, 'tint': 0.0018115942028985507, 'drug': 0.005434782608695652, 'cell': 0.0018115942028985507, 'course': 0.0018115942028985507, 'prophet': 0.0018115942028985507, 'decent': 0.0018115942028985507, 'mascot': 0.0018115942028985507, 'whole': 0.005434782608695652, 'tea': 0.0018115942028985507, 'pedal': 0.0018115942028985507, 'problem': 0.0036231884057971015, 'fan': 0.0018115942028985507, 'bushwick': 0.0018115942028985507, 'couple': 0.0036231884057971015, 'bag': 0.0036231884057971015, 'biscuit': 0.0018115942028985507, 'fucking': 0.0018115942028985507, 'really': 0.0018115942028985507, 'pair': 0.0036231884057971015, 'helluva': 0.0036231884057971015, 'perfect': 0.0018115942028985507, 'fraternity': 0.0018115942028985507, 'rapper': 0.0036231884057971015, 'trapper': 0.0018115942028985507, 'bird': 0.0018115942028985507, 'walmart': 0.0036231884057971015, 'genie': 0.0018115942028985507, 'tigers': 0.0018115942028985507, 'short': 0.0018115942028985507, 'gremlin': 0.0018115942028985507, 'priest': 0.0018115942028985507, 'la': 0.005434782608695652, 'blank': 0.0018115942028985507, 'fuck': 0.02355072463768116, 'ho': 0.0018115942028985507, 'vixen': 0.0018115942028985507, 'fitter': 0.0018115942028985507, 'gwaan': 0.0018115942028985507, 'boat': 0.0018115942028985507, 'bricklayer': 0.0018115942028985507, 'look': 0.0018115942028985507, 'pimp': 0.0036231884057971015, 'wave': 0.0018115942028985507, 'cape': 0.007246376811594203, 'shake': 0.0018115942028985507, 'at': 0.0018115942028985507, 'little': 0.010869565217391304, 'globe': 0.0018115942028985507, 'bank': 0.0018115942028985507, '600': 0.021739130434782608, 'star': 0.0018115942028985507, 'mistrial': 0.0018115942028985507, 'quarter': 0.0036231884057971015, 'year': 0.005434782608695652, 'villain': 0.0018115942028985507, 'thinker': 0.0018115942028985507, 'pistol': 0.0018115942028985507, 'carrera': 0.0018115942028985507, 'glass': 0.0018115942028985507, 'hoop': 0.0018115942028985507, 'school': 0.0018115942028985507, 'gang': 0.0036231884057971015, 'kilo': 0.0036231884057971015, 'camera': 0.0018115942028985507, 'janitor': 0.0018115942028985507, 'paintandsip': 0.0018115942028985507, 'war': 0.0036231884057971015, 'nightmare': 0.0018115942028985507, 'condo': 0.0018115942028985507, 'way': 0.0036231884057971015, 'grammy': 0.0036231884057971015, 'fancy': 0.0018115942028985507, 'nancy': 0.0018115942028985507, 'thing': 0.0018115942028985507, 'prime': 0.0018115942028985507, 'whim': 0.0018115942028985507, 'bigger': 0.0018115942028985507, 'hem': 0.0018115942028985507, 'bunch': 0.0018115942028985507, 'mask': 0.0018115942028985507, 'glove': 0.0018115942028985507, 'team': 0.0018115942028985507, 'judge': 0.0018115942028985507, 'geisha': 0.0018115942028985507, 'match': 0.0018115942028985507, 'blessing': 0.0018115942028985507, 'great': 0.0018115942028985507, 'world': 0.005434782608695652, 'showoff': 0.0018115942028985507, 'glowoff': 0.0018115942028985507, 'blowoff': 0.0018115942028985507, 'ying': 0.0018115942028985507, 'quote': 0.0018115942028985507, 'mil': 0.0018115942028985507, 'leather': 0.0018115942028985507, 'lane': 0.0018115942028985507, 'carry': 0.0018115942028985507, 'complex': 0.0018115942028985507, 'promenade': 0.0018115942028985507, 'label': 0.0018115942028985507, 'foot': 0.0018115942028985507, 'cranberry': 0.0018115942028985507, 'dash': 0.0018115942028985507, 'disease': 0.0036231884057971015, 'dream': 0.009057971014492754, 'wonderful': 0.0018115942028985507, 'twoway': 0.0018115942028985507, 'seat': 0.0018115942028985507, 'fleet': 0.0018115942028985507, 'jeep': 0.0018115942028985507, 'rap': 0.0036231884057971015, 'diamond': 0.0036231884057971015, 'swing': 0.0018115942028985507, 'chain': 0.0018115942028985507, 'hunny': 0.0018115942028985507, 'real': 0.0036231884057971015, 'sudden': 0.0018115942028985507, 'spoiled': 0.0018115942028985507, 'hustler': 0.0018115942028985507, 'heart': 0.0018115942028985507, 'chance': 0.0018115942028985507, 'goner': 0.0036231884057971015, 'toothless': 0.0018115942028985507, 'killin': 0.0036231884057971015, 'dope': 0.0018115942028985507, 'fortune': 0.0018115942028985507, 'ferrari': 0.0018115942028985507, 'cappella': 0.0018115942028985507, 'script': 0.0018115942028985507, 'genius': 0.0018115942028985507, 'queen': 0.0018115942028985507, 'focus': 0.0018115942028985507, 'robe': 0.0018115942028985507, 'legacy': 0.0018115942028985507, 'snow': 0.0018115942028985507, 'libra': 0.0018115942028985507, 'name': 0.007246376811594203, 'number': 0.0018115942028985507, 'renter': 0.0018115942028985507, 'homeowner': 0.0018115942028985507, 'rolling': 0.0018115942028985507, 'brand': 0.0018115942028985507, 'pawns': 0.0018115942028985507, 'suicide': 0.0018115942028985507, 'translucent': 0.0018115942028985507, 'concept': 0.0018115942028985507, 'girl': 0.007246376811594203, 'ball': 0.0018115942028985507, 'dollar': 0.0036231884057971015, 'reservation': 0.0018115942028985507, 'grown': 0.0036231884057971015, 'meaning': 0.0018115942028985507, 'day': 0.0018115942028985507, 'uturn': 0.0018115942028985507, 'damn': 0.0018115942028985507, 'lifestyle': 0.0018115942028985507, 'freight': 0.0018115942028985507, 'pj': 0.0018115942028985507, '5': 0.0018115942028985507, 'plug': 0.0018115942028985507, 'king': 0.0018115942028985507, 'chariot': 0.0018115942028985507, 'regal': 0.0018115942028985507, 'god': 0.0036231884057971015, 'platinum': 0.0018115942028985507, 'crash': 0.0018115942028985507, 'late': 0.0018115942028985507, 'pablito': 0.0018115942028985507, 'small': 0.0036231884057971015, 'level': 0.0018115942028985507, 'common': 0.0018115942028985507, 'good': 0.0018115942028985507, 'long': 0.0018115942028985507, 'thief': 0.0018115942028985507, 'cat': 0.0018115942028985507, 'ghetto': 0.0018115942028985507, 'snowball': 0.0018115942028985507, 'lot': 0.0036231884057971015, 'funny': 0.0018115942028985507, 'dolphin': 0.0018115942028985507, 'sharks': 0.0018115942028985507, 'pedestal': 0.0018115942028985507, 'better': 0.0018115942028985507, 'forklift': 0.0018115942028985507, 'positive': 0.0018115942028985507, 'elf': 0.0018115942028985507, 'sleigh': 0.0018115942028985507, 'stockin': 0.0018115942028985507, 'k': 0.0018115942028985507, 'flame': 0.0018115942028985507, 'cage': 0.0018115942028985507, 'racehorse': 0.0018115942028985507, 'ye': 0.0018115942028985507, 'landmine': 0.0018115942028985507, 'cool': 0.0018115942028985507, 'break': 0.0018115942028985507, 'broken': 0.0018115942028985507, 'saleen': 0.0018115942028985507, 'mustang': 0.0018115942028985507, 'fool': 0.0018115942028985507, 'block': 0.0018115942028985507, 'trey': 0.0018115942028985507, 'miracle': 0.0018115942028985507, 'realer': 0.0018115942028985507, 'mirror': 0.0018115942028985507, 'tv': 0.0018115942028985507, 'target': 0.0018115942028985507, 'goddamn': 0.0018115942028985507, 'lie': 0.0036231884057971015, 'snubgun': 0.0018115942028985507, 'hero': 0.0018115942028985507, 'move': 0.0036231884057971015, 'cartel': 0.0018115942028985507, 'carvel': 0.0018115942028985507, 'large': 0.0018115942028985507, 'henchman': 0.0018115942028985507, 'dent': 0.0018115942028985507, 'dirty': 0.0018115942028985507, 'prostitute': 0.0018115942028985507, 'john': 0.0018115942028985507, 'chaperone': 0.0018115942028985507, 'labyrinth': 0.0018115942028985507, 'blunt': 0.0018115942028985507, 'factory': 0.0018115942028985507, 'man': 0.0018115942028985507, 'wet': 0.0018115942028985507, 'high': 0.0018115942028985507, 'birds': 0.0018115942028985507, 'sibling': 0.0018115942028985507, 'motherfuckin': 0.0018115942028985507, 'hustlers': 0.0018115942028985507, 'lucky': 0.0018115942028985507, 'streak': 0.0018115942028985507, 'space': 0.0018115942028985507, 'smokers': 0.0018115942028985507, 'pillow': 0.0018115942028985507, 'wizard': 0.0018115942028985507, 'blizzard': 0.0018115942028985507, 'lizard': 0.0018115942028985507, 'hearse': 0.0036231884057971015, 'voodoo': 0.0018115942028985507, 'verse': 0.0018115942028985507, 'time': 0.0018115942028985507, 'need': 0.0018115942028985507, 'steak': 0.0018115942028985507, 'hamster': 0.0018115942028985507, 'neighborhood': 0.0018115942028985507, 'questionable': 0.0018115942028985507, 'circle': 0.03804347826086957, 'boss': 0.03260869565217391, 'lil': 0.0036231884057971015, 'crack': 0.0018115942028985507, 'picture': 0.0018115942028985507, 'bullet': 0.0036231884057971015, 'routine': 0.0018115942028985507, 'super': 0.0018115942028985507, 'cancun': 0.0018115942028985507, '20': 0.0018115942028985507, 'brinks': 0.0018115942028985507, 'coffin': 0.0018115942028985507, 'guy': 0.0018115942028985507, 'hard': 0.0018115942028985507, 'trois': 0.0018115942028985507, 'text': 0.0018115942028985507, 'breather': 0.0018115942028985507, 'niggas': 0.0036231884057971015, 'lit': 0.0018115942028985507, 'network': 0.0018115942028985507, 'buffer': 0.0018115942028985507, 'nurse': 0.0018115942028985507, 'ticket': 0.0018115942028985507, 'copperhead': 0.0018115942028985507, 'maseratis': 0.0018115942028985507, 'stripper': 0.0018115942028985507, 'body': 0.0018115942028985507, 'j': 0.0018115942028985507, 'silver': 0.0018115942028985507, 'bankroll': 0.0018115942028985507, 'bed': 0.0018115942028985507, 'sinatra': 0.0018115942028985507, 'blu': 0.0018115942028985507, 'jewelers': 0.0018115942028985507, 'ton': 0.0018115942028985507, 'scar': 0.0018115942028985507, 'kodak': 0.0018115942028985507, 'frame': 0.0018115942028985507, 'crane': 0.0018115942028985507, 'blur': 0.0018115942028985507, 'parody': 0.0018115942028985507, 'leg': 0.0036231884057971015, 'getaway': 0.0018115942028985507, 'cameo': 0.0018115942028985507, 'beeper': 0.005434782608695652, 'shotgun': 0.0018115942028985507, 'elie': 0.0018115942028985507}"
surgical,{'summer': 1.0}
summer,"{'chop': 0.3333333333333333, 'with': 0.3333333333333333, 'volume': 0.3333333333333333}"
chop,"{'the': 0.5, 'chop': 0.5}"
