Word,Frequency
shes,"{'falling': 0.5384615384615384, 'coming': 0.07692307692307693, 'everybodys': 0.07692307692307693, 'a': 0.23076923076923078, 'on': 0.07692307692307693}"
falling,"{'in': 0.7777777777777778, 'but': 0.1111111111111111, 'into': 0.1111111111111111}"
in,"{'love': 0.14678899082568808, 'every': 0.0045871559633027525, 'the': 0.2018348623853211, 'this': 0.03211009174311927, 'me': 0.03669724770642202, 'his': 0.0045871559633027525, 'your': 0.07339449541284404, 'yo': 0.0045871559633027525, 'san': 0.0045871559633027525, 'cash': 0.0045871559633027525, 'luck': 0.0045871559633027525, 'yeah': 0.0045871559633027525, 'thats': 0.0045871559633027525, 'red': 0.0045871559633027525, 'a': 0.03669724770642202, 'my': 0.0779816513761468, 'person': 0.009174311926605505, 'sunlight': 0.0045871559633027525, 'peace': 0.0045871559633027525, 'paris': 0.009174311926605505, 'october': 0.0045871559633027525, 'music': 0.0045871559633027525, 'slippers': 0.0045871559633027525, 'our': 0.0045871559633027525, 'town': 0.009174311926605505, 'candy': 0.0045871559633027525, 'denial': 0.009174311926605505, 'an': 0.0045871559633027525, 'room': 0.0045871559633027525, 'to': 0.0045871559633027525, 'work': 0.009174311926605505, 'too': 0.013761467889908258, 'with': 0.0045871559633027525, 'atlanta': 0.022935779816513763, 'whole': 0.0045871559633027525, 'ima': 0.009174311926605505, 'it': 0.022935779816513763, 'la': 0.0045871559633027525, 'dashikis': 0.0045871559633027525, 'italy': 0.0045871559633027525, 'glasgow': 0.0045871559633027525, 'switzerland': 0.0045871559633027525, 'tune': 0.0045871559633027525, 'malibu': 0.009174311926605505, 'dividends': 0.0045871559633027525, 'fire': 0.01834862385321101, 'that': 0.009174311926605505, 'trying': 0.0045871559633027525, 'construction': 0.0045871559633027525, 'myself': 0.0045871559633027525, 'life': 0.0045871559633027525, 'i': 0.0045871559633027525, 'all': 0.0045871559633027525, 'on': 0.0045871559633027525, 'maybe': 0.0045871559633027525, 'time': 0.0045871559633027525, 'between': 0.06880733944954129, 'belief': 0.0045871559633027525}"
love,"{'now': 0.039735099337748346, 'is': 0.006622516556291391, 'paola': 0.006622516556291391, 'that': 0.019867549668874173, 'for': 0.013245033112582781, 'each': 0.006622516556291391, 'with': 0.019867549668874173, 'i': 0.026490066225165563, 'again': 0.052980132450331126, 'like': 0.019867549668874173, 'when': 0.019867549668874173, 'me': 0.1456953642384106, 'to': 0.026490066225165563, 'her': 0.013245033112582781, 'but': 0.006622516556291391, 'we': 0.006622516556291391, 'way': 0.006622516556291391, 'drink': 0.006622516556291391, 'it': 0.033112582781456956, 'tonight': 0.019867549668874173, 'been': 0.006622516556291391, 'yeah': 0.039735099337748346, 'na': 0.039735099337748346, 'saves': 0.006622516556291391, 'you': 0.06622516556291391, 'damn': 0.006622516556291391, 'im': 0.006622516556291391, 'right': 0.006622516556291391, 'maybe': 0.039735099337748346, 'listen': 0.006622516556291391, 'tell': 0.006622516556291391, 'fresh': 0.006622516556291391, 'got': 0.013245033112582781, 'within': 0.006622516556291391, 'aint': 0.033112582781456956, 'him': 0.006622516556291391, 'get': 0.006622516556291391, 'ima': 0.006622516556291391, 'the': 0.006622516556291391, 'on': 0.026490066225165563, 'fuck': 0.006622516556291391, 'soonenough': 0.006622516556291391, 'please': 0.019867549668874173, 'soon': 0.019867549668874173, 'in': 0.006622516556291391, 'and': 0.039735099337748346, 'long': 0.006622516556291391, 'weed': 0.006622516556291391, 'without': 0.019867549668874173, 'then': 0.006622516556291391, 'since': 0.006622516556291391, 'dipped': 0.006622516556291391, 'try': 0.006622516556291391}"
now,"{'losing': 0.043478260869565216, 'fighting': 0.043478260869565216, 'she': 0.021739130434782608, 'and': 0.021739130434782608, 'they': 0.036231884057971016, 'i': 0.15942028985507245, 'we': 0.014492753623188406, 'yall': 0.007246376811594203, 'youre': 0.021739130434782608, 'but': 0.043478260869565216, 'sometimes': 0.021739130434782608, 'its': 0.057971014492753624, 'would': 0.007246376811594203, 'big': 0.007246376811594203, 'everything': 0.007246376811594203, 'damn': 0.007246376811594203, 'im': 0.043478260869565216, 'the': 0.014492753623188406, 'he': 0.007246376811594203, 'there': 0.007246376811594203, 'you': 0.07246376811594203, 'thats': 0.014492753623188406, 'just': 0.014492753623188406, 'everytime': 0.007246376811594203, 'dont': 0.007246376811594203, 'subconsciously': 0.007246376811594203, 'ill': 0.007246376811594203, 'theres': 0.007246376811594203, 'catch': 0.007246376811594203, 'stop': 0.007246376811594203, 'yeah': 0.07246376811594203, 'yuh': 0.007246376811594203, 'so': 0.007246376811594203, 'cause': 0.007246376811594203, 'howlin': 0.007246376811594203, 'these': 0.007246376811594203, 'time': 0.021739130434782608, 'got': 0.007246376811594203, 'even': 0.007246376811594203, 'truth': 0.021739130434782608, 'looking': 0.043478260869565216, 'saying': 0.021739130434782608, 'let': 0.007246376811594203, 'when': 0.007246376811594203, 'imma': 0.007246376811594203}"
losing,"{'control': 0.8571428571428571, 'lovers': 0.14285714285714285}"
control,"{'now': 0.75, 'but': 0.125, 'had': 0.125}"
fighting,"{'the': 0.8571428571428571, 'all': 0.14285714285714285}"
the,"{'truth': 0.02882882882882883, 'new': 0.0018018018018018018, 'attraction': 0.0018018018018018018, 'last': 0.0018018018018018018, 'questions': 0.0018018018018018018, 'rap': 0.0036036036036036037, 'ocean': 0.0018018018018018018, 'only': 0.023423423423423424, 'aura': 0.0018018018018018018, 'mafia': 0.0018018018018018018, 'shots': 0.0018018018018018018, 'goalie': 0.0018018018018018018, 'puppets': 0.0018018018018018018, 'budgets': 0.0018018018018018018, 'dumbest': 0.0018018018018018018, 'day': 0.0036036036036036037, 'boss': 0.007207207207207207, 'devil': 0.005405405405405406, 'future': 0.0018018018018018018, 'king': 0.0018018018018018018, 'queen': 0.0018018018018018018, 'second': 0.0018018018018018018, 'losers': 0.0018018018018018018, 'cops': 0.0036036036036036037, 'grammies': 0.0018018018018018018, 'whole': 0.012612612612612612, 'commitment': 0.0018018018018018018, 'possibility': 0.0036036036036036037, 'hoes': 0.005405405405405406, 'cash': 0.007207207207207207, 'city': 0.010810810810810811, 'bottle': 0.005405405405405406, 'way': 0.021621621621621623, 'perfect': 0.0018018018018018018, 'worst': 0.007207207207207207, 'trigger': 0.021621621621621623, 'fuckin': 0.0018018018018018018, 'propaganda': 0.0018018018018018018, 'voice': 0.0036036036036036037, 'echo': 0.0018018018018018018, 'nail': 0.0018018018018018018, 'hammer': 0.0018018018018018018, 'opera': 0.0018018018018018018, 'money': 0.010810810810810811, 'times': 0.007207207207207207, 'world': 0.014414414414414415, 'same': 0.03423423423423423, 'best': 0.012612612612612612, 'town': 0.007207207207207207, 'car': 0.0036036036036036037, 'moon': 0.0036036036036036037, 'past': 0.005405405405405406, 'mud': 0.005405405405405406, 'love': 0.009009009009009009, 'beats': 0.0036036036036036037, 'door': 0.0018018018018018018, 'fee': 0.0018018018018018018, 'real': 0.009009009009009009, 'plaques': 0.0018018018018018018, 'place': 0.0018018018018018018, 'cold': 0.0018018018018018018, 'top': 0.005405405405405406, 'floor': 0.007207207207207207, 'fuck': 0.016216216216216217, 'middle': 0.0018018018018018018, 'west': 0.0018018018018018018, 'soul': 0.0018018018018018018, 'lust': 0.0018018018018018018, 'touchdown': 0.0018018018018018018, 'pussy': 0.0036036036036036037, 'power': 0.005405405405405406, 'recipe': 0.0018018018018018018, 'crystal': 0.0018018018018018018, 'liquor': 0.0018018018018018018, 'reason': 0.005405405405405406, 'bullshit': 0.0036036036036036037, 'young': 0.0018018018018018018, 'divinity': 0.0018018018018018018, 'infinity': 0.0018018018018018018, 'mall': 0.0036036036036036037, 'rollie': 0.0018018018018018018, 'rest': 0.005405405405405406, 'refs': 0.0018018018018018018, 'letter': 0.0018018018018018018, 'language': 0.0036036036036036037, 'universe': 0.0018018018018018018, 'curves': 0.0018018018018018018, 'preview': 0.0018018018018018018, 'entertainment': 0.0018018018018018018, 'sequel': 0.0018018018018018018, 'time': 0.010810810810810811, 'dollars': 0.0018018018018018018, 'casket': 0.0018018018018018018, 'key': 0.0036036036036036037, 'rain': 0.009009009009009009, 'negative': 0.0018018018018018018, 'benefits': 0.0018018018018018018, 'breakup': 0.0018018018018018018, 'makeup': 0.0018018018018018018, 'waiter': 0.0018018018018018018, 'seven': 0.0018018018018018018, 'public': 0.0018018018018018018, 'fun': 0.0018018018018018018, 'inside': 0.0018018018018018018, 'phone': 0.0036036036036036037, 'part': 0.0018018018018018018, 'pain': 0.0018018018018018018, 'one': 0.014414414414414415, 'code': 0.0036036036036036037, 'industry': 0.010810810810810811, 'energy': 0.0018018018018018018, 'territory': 0.0018018018018018018, 'hills': 0.0018018018018018018, 'w': 0.0018018018018018018, 'cliff': 0.0018018018018018018, 'jump': 0.0018018018018018018, 'blame': 0.0036036036036036037, 'core': 0.0018018018018018018, 'problems': 0.0018018018018018018, 'first': 0.007207207207207207, 'bacon': 0.0018018018018018018, 'girl': 0.0036036036036036037, 'fall': 0.0018018018018018018, 'sun': 0.0036036036036036037, 'booty': 0.0018018018018018018, 'holster': 0.0036036036036036037, 'bar': 0.0018018018018018018, 'ass': 0.0018018018018018018, 'other': 0.010810810810810811, 'eye': 0.005405405405405406, 'shit': 0.0036036036036036037, 'promised': 0.0036036036036036037, 'sauna': 0.007207207207207207, 'yeah': 0.007207207207207207, 'task': 0.0018018018018018018, 'man': 0.0018018018018018018, 'most': 0.0018018018018018018, 'rabbit': 0.009009009009009009, 'dirty': 0.0018018018018018018, 'back': 0.009009009009009009, 'distance': 0.0018018018018018018, 'masses': 0.0018018018018018018, 'roof': 0.0018018018018018018, 'crew': 0.0018018018018018018, 'shoe': 0.0018018018018018018, 'rapper': 0.0018018018018018018, 'people': 0.0018018018018018018, 'hush': 0.005405405405405406, 'light': 0.005405405405405406, 'media': 0.0018018018018018018, 'ones': 0.005405405405405406, 'songs': 0.0018018018018018018, 'hooks': 0.0018018018018018018, 'holy': 0.0018018018018018018, 'profits': 0.0018018018018018018, 'handshakes': 0.0018018018018018018, 'game': 0.021621621621621623, 'label': 0.0018018018018018018, 'song': 0.0036036036036036037, 'artist': 0.0036036036036036037, 'crowds': 0.0018018018018018018, 'backends': 0.0018018018018018018, 'block': 0.0018018018018018018, 'dark': 0.0018018018018018018, 'dozen': 0.0018018018018018018, 'deposit': 0.0018018018018018018, 'aesthetic': 0.0018018018018018018, 'catalog': 0.0018018018018018018, 'shadows': 0.0036036036036036037, 'scenes': 0.0018018018018018018, 'older': 0.0018018018018018018, 'more': 0.0018018018018018018, 'star': 0.0018018018018018018, 'bentley': 0.0018018018018018018, 'next': 0.0018018018018018018, 'forum': 0.0018018018018018018, 'novo': 0.0018018018018018018, 'club': 0.0018018018018018018, 'groupies': 0.0018018018018018018, 'bank': 0.0018018018018018018, 'family': 0.0018018018018018018, 'come': 0.0018018018018018018, 'white': 0.0018018018018018018, 'beginning': 0.0018018018018018018, 'right': 0.0018018018018018018, 'type': 0.0036036036036036037, 'screen': 0.0018018018018018018, 'women': 0.0018018018018018018, 'bed': 0.0036036036036036037, 'sunshine': 0.0036036036036036037, 'rhythm': 0.005405405405405406, 'millions': 0.0018018018018018018, 'daily': 0.0018018018018018018, 'nonsense': 0.009009009009009009, 'girls': 0.0036036036036036037, 'promoters': 0.0018018018018018018, 'team': 0.0018018018018018018, 'end': 0.012612612612612612, 'peachstate': 0.0018018018018018018, 'sweepstakes': 0.0018018018018018018, 'wheels': 0.0018018018018018018, 'government': 0.0018018018018018018, 'mob': 0.0018018018018018018, 'tour': 0.0018018018018018018, 'cost': 0.0018018018018018018, 'gin': 0.0018018018018018018, 'kush': 0.0018018018018018018, 'god': 0.0018018018018018018, 'picture': 0.0018018018018018018, 'road': 0.0036036036036036037, 'difference': 0.007207207207207207, 'rules': 0.0018018018018018018, 'nighttime': 0.007207207207207207, 'hate': 0.0018018018018018018, 'text': 0.0018018018018018018, 'gross': 0.0018018018018018018, 'yankees': 0.0018018018018018018, 'night': 0.009009009009009009, 'spot': 0.005405405405405406, 'meeting': 0.0018018018018018018, 'english': 0.0018018018018018018, 'flames': 0.014414414414414415, 'mountain': 0.007207207207207207, 'choice': 0.0018018018018018018, 'mic': 0.0018018018018018018, 'bondage': 0.0018018018018018018, 'shackles': 0.0018018018018018018, 'boundaries': 0.0036036036036036037, 'years': 0.0018018018018018018, 'tears': 0.0018018018018018018, 'chains': 0.0018018018018018018, 'devils': 0.0018018018018018018, 'mouth': 0.0018018018018018018, 'heat': 0.0018018018018018018, 'needle': 0.0036036036036036037, 'lines': 0.0018018018018018018, 'flight': 0.0018018018018018018, 'sidelines': 0.0018018018018018018, 'coach': 0.0018018018018018018, 'owner': 0.0018018018018018018, 'whistle': 0.0018018018018018018, 'greats': 0.0018018018018018018, 'crowd': 0.0018018018018018018, 'blunt': 0.0018018018018018018, 'sky': 0.0018018018018018018, 'debut': 0.0018018018018018018, 'scene': 0.0018018018018018018, 'studio': 0.0018018018018018018, 'mood': 0.007207207207207207, 'moonlight': 0.007207207207207207, 'freak': 0.0018018018018018018, 'basement': 0.005405405405405406, 'point': 0.0018018018018018018, 'head': 0.0018018018018018018, 'pains': 0.0018018018018018018, 'cut': 0.0018018018018018018, 'bag': 0.0018018018018018018, 'moneys': 0.0036036036036036037, 'rewards': 0.0018018018018018018, 'earth': 0.0018018018018018018, 'longest': 0.0018018018018018018, 'windows': 0.0018018018018018018, 'mirror': 0.005405405405405406, 'ornaments': 0.0018018018018018018, 'lick': 0.0018018018018018018, 'lifeline': 0.0018018018018018018, 'plan': 0.0018018018018018018, 'corner': 0.0018018018018018018, 'pick': 0.0018018018018018018}"
truth,"{'trying': 0.2222222222222222, 'we': 0.037037037037037035, 'in': 0.1111111111111111, 'but': 0.037037037037037035, 'than': 0.037037037037037035, 'imma': 0.037037037037037035, 'and': 0.037037037037037035, 'is': 0.07407407407407407, 'girl': 0.037037037037037035, 'you': 0.2222222222222222, 'wont': 0.037037037037037035, 'coming': 0.1111111111111111}"
