Word,Frequency
ha,"{'its': 0.13333333333333333, 'congratulations': 0.06666666666666667, 'a': 0.06666666666666667, 'yellow': 0.06666666666666667, 'im': 0.06666666666666667, 'wait': 0.06666666666666667, 'ha': 0.2, 'so': 0.06666666666666667, 'big': 0.06666666666666667, 'gucci': 0.06666666666666667, 'trap': 0.06666666666666667, 'nigga': 0.06666666666666667}"
its,"{'gucci': 0.2127659574468085, 'drop': 0.0070921985815602835, 'cold': 0.02127659574468085, 'a': 0.15602836879432624, 'simple': 0.0070921985815602835, 'critical': 0.0070921985815602835, 'medical': 0.0070921985815602835, 'federal': 0.0070921985815602835, 'tragic': 0.0070921985815602835, 'big': 0.014184397163120567, 'brilliance': 0.0070921985815602835, 'photographers': 0.0070921985815602835, 'guwop': 0.03546099290780142, 'hard': 0.0070921985815602835, 'nothing': 0.0070921985815602835, 'so': 0.014184397163120567, 'real': 0.0070921985815602835, 'the': 0.014184397163120567, 'excellent': 0.0070921985815602835, 'christmas': 0.0070921985815602835, 'hollis': 0.0070921985815602835, 'an': 0.0070921985815602835, 'lit': 0.0070921985815602835, 'three': 0.0070921985815602835, 'wizop': 0.014184397163120567, 'getting': 0.0070921985815602835, 'my': 0.0070921985815602835, 'like': 0.02127659574468085, 'wizzop': 0.014184397163120567, 'startin': 0.02127659574468085, 'official': 0.014184397163120567, 'off': 0.0070921985815602835, 'your': 0.014184397163120567, 'somethin': 0.0070921985815602835, 'winter': 0.0070921985815602835, 'bricks': 0.0070921985815602835, 'time': 0.0070921985815602835, 'gone': 0.0070921985815602835, 'me': 0.02127659574468085, 'just': 0.014184397163120567, 'super': 0.0070921985815602835, 'x': 0.0070921985815602835, 'dolph': 0.0070921985815602835, 'some': 0.09219858156028368, 'not': 0.0070921985815602835, 'silver': 0.0070921985815602835, 'pablo': 0.0070921985815602835, 'crazy': 0.0070921985815602835, 'powpow': 0.0070921985815602835, '2016': 0.0070921985815602835, 'bricksquad': 0.0070921985815602835, 'permanent': 0.02127659574468085, 'factory': 0.0070921985815602835, 'ya': 0.0070921985815602835, 'zone': 0.0070921985815602835, 'on': 0.0070921985815602835, 'kerosene': 0.0070921985815602835}"
gucci,"{'its': 0.010101010101010102, 'ayy': 0.005050505050505051, 'xo': 0.005050505050505051, 'gucci': 0.11616161616161616, 'baby': 0.005050505050505051, 'tell': 0.010101010101010102, 'just': 0.010101010101010102, 'i': 0.045454545454545456, 'whats': 0.005050505050505051, 'shoes': 0.005050505050505051, 'my': 0.005050505050505051, 'lemons': 0.020202020202020204, 'yellow': 0.005050505050505051, 'mane': 0.1717171717171717, 'bang': 0.010101010101010102, 'green': 0.005050505050505051, 'rock': 0.005050505050505051, 'brr': 0.005050505050505051, 'wow': 0.005050505050505051, 'work': 0.005050505050505051, 'the': 0.025252525252525252, 'suckers': 0.005050505050505051, 'but': 0.010101010101010102, 'this': 0.005050505050505051, 'haha': 0.005050505050505051, 'check': 0.005050505050505051, 'they': 0.005050505050505051, 'maybach': 0.005050505050505051, 'straight': 0.005050505050505051, 'we': 0.010101010101010102, 'always': 0.005050505050505051, 'think': 0.005050505050505051, 'hah': 0.005050505050505051, 'tiller': 0.005050505050505051, 'huh': 0.005050505050505051, 'wanna': 0.005050505050505051, 'manes': 0.005050505050505051, 'with': 0.005050505050505051, 'big': 0.015151515151515152, 'no': 0.005050505050505051, 'in': 0.005050505050505051, 'guwop': 0.005050505050505051, 'dj': 0.005050505050505051, 'how': 0.005050505050505051, 'and': 0.005050505050505051, 'attic': 0.005050505050505051, 'back': 0.005050505050505051, 'drop': 0.005050505050505051, 'yeah': 0.005050505050505051, 'be': 0.005050505050505051, 'earrings': 0.005050505050505051, 'nigga': 0.005050505050505051, 'slap': 0.005050505050505051, 'is': 0.005050505050505051, 'hot': 0.005050505050505051, 'ballin': 0.005050505050505051, 'got': 0.005050505050505051, 'rocko': 0.005050505050505051, 'talking': 0.005050505050505051, 'gotta': 0.005050505050505051, 'when': 0.005050505050505051, 'diamonds': 0.005050505050505051, 'please': 0.12121212121212122, 'dont': 0.010101010101010102, 'gambino': 0.005050505050505051, 'bilingual': 0.005050505050505051, 'a': 0.005050505050505051, 'supastar': 0.005050505050505051, 'do': 0.04040404040404041, 'plenty': 0.020202020202020204, 'aquarius': 0.005050505050505051, 'put': 0.015151515151515152, 'uh': 0.005050505050505051, 'bitch': 0.04040404040404041, 'show': 0.005050505050505051, 'hood': 0.005050505050505051, 'manewhy': 0.005050505050505051}"
drop,"{'top': 0.25925925925925924, 'the': 0.2222222222222222, 'to': 0.037037037037037035, 'tarantula': 0.07407407407407407, 'ahem': 0.037037037037037035, 'dollar': 0.037037037037037035, 'you': 0.037037037037037035, 'dont': 0.037037037037037035, 'em': 0.037037037037037035, 'a': 0.1111111111111111, 'his': 0.037037037037037035, 'trying': 0.037037037037037035, 'but': 0.037037037037037035}"
top,"{'wizop': 0.034482758620689655, 'when': 0.10344827586206896, 'my': 0.034482758620689655, 'take': 0.034482758620689655, 'but': 0.034482758620689655, 'now': 0.06896551724137931, 'nyoom': 0.034482758620689655, 'then': 0.034482758620689655, 'and': 0.034482758620689655, 'ran': 0.034482758620689655, 'wop': 0.06896551724137931, 'is': 0.034482758620689655, 'plus': 0.034482758620689655, 'get': 0.06896551724137931, 'flood': 0.06896551724137931, 'on': 0.06896551724137931, 'right': 0.034482758620689655, 'jag': 0.034482758620689655, 'tag': 0.034482758620689655, 'off': 0.034482758620689655, 'so': 0.034482758620689655, 'in': 0.034482758620689655}"
wizop,"{'whoo': 0.2, 'offset': 0.2, 'its': 0.2, 'huh': 0.4}"
whoo,{'yeah': 1.0}
yeah,"{'ayy': 0.018604651162790697, 'straight': 0.018604651162790697, 'lil': 0.018604651162790697, 'pull': 0.013953488372093023, 'droppin': 0.013953488372093023, 'in': 0.009302325581395349, 'im': 0.06511627906976744, 'i': 0.08372093023255814, 'you': 0.037209302325581395, '10': 0.004651162790697674, '17': 0.004651162790697674, 'brr': 0.009302325581395349, 'its': 0.06046511627906977, 'lemons': 0.018604651162790697, 'she': 0.023255813953488372, 'half': 0.004651162790697674, 'yeah': 0.06046511627906977, 'woke': 0.004651162790697674, 'cowardass': 0.004651162790697674, 'ak': 0.004651162790697674, 'yellow': 0.004651162790697674, 'no': 0.004651162790697674, 'five': 0.004651162790697674, 'wow': 0.004651162790697674, 'playin': 0.013953488372093023, 'gucci': 0.018604651162790697, 'but': 0.004651162790697674, 'tarantulas': 0.004651162790697674, 'why': 0.004651162790697674, 'pussy': 0.009302325581395349, 'tryna': 0.004651162790697674, 'lo': 0.004651162790697674, 'wake': 0.004651162790697674, 'raw': 0.004651162790697674, 'zone': 0.004651162790697674, 'la': 0.004651162790697674, 'thats': 0.009302325581395349, 'goin': 0.004651162790697674, '720': 0.004651162790697674, 'last': 0.004651162790697674, 'bling': 0.004651162790697674, 'oh': 0.004651162790697674, 'hey': 0.004651162790697674, 'so': 0.004651162790697674, 'her': 0.004651162790697674, 'aye': 0.004651162790697674, 'at': 0.004651162790697674, 'my': 0.009302325581395349, 'money': 0.013953488372093023, 'wop': 0.018604651162790697, 'the': 0.023255813953488372, 'now': 0.004651162790697674, 'trap': 0.004651162790697674, 'bricks': 0.004651162790697674, 'that': 0.018604651162790697, 'we': 0.009302325581395349, 'vvs': 0.013953488372093023, 'huh': 0.004651162790697674, 'four': 0.004651162790697674, 'uncle': 0.004651162790697674, 'stunting': 0.037209302325581395, 'dolce': 0.004651162790697674, 'shes': 0.009302325581395349, 'where': 0.004651162790697674, 'bipolar': 0.023255813953488372, 'dance': 0.004651162790697674, 'went': 0.004651162790697674, 'supastar': 0.004651162790697674, 'dont': 0.037209302325581395, 'bought': 0.037209302325581395, 'how': 0.037209302325581395, 'whole': 0.004651162790697674, 'trapping': 0.004651162790697674, 'mojos': 0.004651162790697674, '30': 0.004651162790697674, 'when': 0.004651162790697674}"
ayy,"{'go': 0.030303030303030304, 'drop': 0.09090909090909091, 'be': 0.09090909090909091, 'eat': 0.09090909090909091, 't': 0.030303030303030304, 'shouts': 0.030303030303030304, 'gucci': 0.030303030303030304, 'its': 0.06060606060606061, 'you': 0.06060606060606061, 'all': 0.030303030303030304, 'uhhuh': 0.030303030303030304, 'throwed': 0.030303030303030304, 'im': 0.030303030303030304, 'huh': 0.030303030303030304, 'nah': 0.030303030303030304, 'fuck': 0.030303030303030304, 'from': 0.030303030303030304, 'ayy': 0.09090909090909091, 'look': 0.030303030303030304, 'lets': 0.030303030303030304, 'plus': 0.030303030303030304, 'let': 0.030303030303030304, 'bipolar': 0.030303030303030304}"
go,"{'you': 0.010638297872340425, 'im': 0.010638297872340425, 'to': 0.20212765957446807, 'the': 0.02127659574468085, 'buy': 0.010638297872340425, 'finesse': 0.010638297872340425, 'go': 0.0425531914893617, 'and': 0.05319148936170213, 'dig': 0.010638297872340425, 'got': 0.02127659574468085, 'hang': 0.010638297872340425, 'check': 0.02127659574468085, 'we': 0.010638297872340425, 'spend': 0.010638297872340425, 'its': 0.010638297872340425, 'out': 0.010638297872340425, 'get': 0.031914893617021274, 'wop': 0.010638297872340425, 'tone': 0.010638297872340425, 'gucci': 0.010638297872340425, 'easy': 0.010638297872340425, 'broke': 0.0425531914893617, 'dollar': 0.0425531914893617, 'bottle': 0.0425531914893617, 'bitch': 0.05319148936170213, 'shooter': 0.02127659574468085, 'million': 0.010638297872340425, 'i': 0.010638297872340425, 'right': 0.031914893617021274, 'left': 0.031914893617021274, 'off': 0.010638297872340425, 'he': 0.02127659574468085, 'hat': 0.02127659574468085, 'bipolar': 0.010638297872340425, 'crazy': 0.06382978723404255, 'wrong': 0.010638297872340425, 'big': 0.02127659574468085, 'like': 0.010638297872340425}"
