Word,Frequency
no,"{'limit': 0.3145539906103286, 'motherfuckin': 0.004694835680751174, 'hoes': 0.004694835680751174, 'tellin': 0.004694835680751174, 'salary': 0.004694835680751174, 'fuckin': 0.023474178403755867, 'buying': 0.004694835680751174, 'nigga': 0.014084507042253521, 'thang': 0.004694835680751174, 'dizzope': 0.004694835680751174, 'other': 0.009389671361502348, 'more': 0.04225352112676056, 'job': 0.004694835680751174, 'softy': 0.004694835680751174, 'love': 0.014084507042253521, 'way': 0.004694835680751174, 'ho': 0.004694835680751174, 'punk': 0.009389671361502348, 'bitch': 0.014084507042253521, 'fag': 0.004694835680751174, 'sucker': 0.004694835680751174, 'trick': 0.004694835680751174, 'snitch': 0.004694835680751174, 'rat': 0.004694835680751174, 'witnesses': 0.004694835680751174, 'man': 0.004694835680751174, 'cut': 0.004694835680751174, 'wammies': 0.004694835680751174, 'bitches': 0.004694835680751174, 'crime': 0.009389671361502348, 'dividends': 0.004694835680751174, 'joke': 0.004694835680751174, 'signs': 0.004694835680751174, 'quick': 0.004694835680751174, 'hoochies': 0.004694835680751174, 'lil': 0.004694835680751174, 'family': 0.004694835680751174, 'captain': 0.014084507042253521, 'beam': 0.004694835680751174, 'savin': 0.004694835680751174, 'work': 0.004694835680751174, 'pedestal': 0.004694835680751174, 'you': 0.004694835680751174, 'changin': 0.004694835680751174, 'stoppin': 0.004694835680751174, 'dope': 0.004694835680751174, 'evidence': 0.004694835680751174, 'money': 0.009389671361502348, 'tax': 0.004694835680751174, 'one': 0.009389671361502348, 'cube': 0.004694835680751174, 'matter': 0.004694835680751174, 'dirt': 0.004694835680751174, 'turnin': 0.009389671361502348, 'cryin': 0.004694835680751174, 'rules': 0.004694835680751174, 'names': 0.004694835680751174, 'cuffs': 0.004694835680751174, 'telling': 0.004694835680751174, 'muthafuckin': 0.009389671361502348, 'mutha': 0.004694835680751174, 'pills': 0.004694835680751174, 'im': 0.004694835680751174, 'la': 0.004694835680751174, 'shorts': 0.004694835680751174, 'party': 0.009389671361502348, 'games': 0.004694835680751174, 'pads': 0.004694835680751174, 'final': 0.004694835680751174, 'time': 0.018779342723004695, 'tears': 0.004694835680751174, 'laws': 0.004694835680751174, 'weigh': 0.004694835680751174, 'metro': 0.004694835680751174, 'logo': 0.004694835680751174, 'filters': 0.004694835680751174, 'motherfucking': 0.004694835680751174, 'nine': 0.004694835680751174, 'broke': 0.004694835680751174, 'scrub': 0.004694835680751174, 'hubs': 0.004694835680751174, 'such': 0.004694835680751174, 'fucking': 0.014084507042253521, 'gimmick': 0.004694835680751174, 'lie': 0.009389671361502348, 'mercy': 0.004694835680751174, 'stash': 0.004694835680751174, 'cash': 0.004694835680751174, 'gas': 0.004694835680751174, 'tag': 0.004694835680751174, 'class': 0.004694835680751174, 'glass': 0.004694835680751174, 'ass': 0.004694835680751174, 'overcome': 0.004694835680751174, 'with': 0.004694835680751174, 'caps': 0.004694835680751174, 'strings': 0.004694835680751174, 'panties': 0.004694835680751174, 'thong': 0.004694835680751174, 'limt': 0.004694835680751174, 'sun': 0.004694835680751174, 'violence': 0.004694835680751174, 'pain': 0.004694835680751174, 'prisons': 0.004694835680751174, 'ghettos': 0.004694835680751174, 'game': 0.004694835680751174, 'different': 0.004694835680751174, 'keys': 0.014084507042253521, 'fleas': 0.014084507042253521}"
limit,"{'studios': 0.014925373134328358, 'soldier': 0.05970149253731343, 'mercenary': 0.014925373134328358, 'soldiers': 0.07462686567164178, 'niggas': 0.08955223880597014, 'riders': 0.014925373134328358, 'records': 0.04477611940298507, 'for': 0.05970149253731343, 'guerrillas': 0.014925373134328358, 'tru': 0.014925373134328358, 'imma': 0.014925373134328358, 'baby': 0.014925373134328358, 'to': 0.1044776119402985, 'souljas': 0.014925373134328358, 'not': 0.014925373134328358, 'stlye': 0.014925373134328358, 'was': 0.014925373134328358, 'got': 0.014925373134328358, 'boy': 0.014925373134328358, 'like': 0.029850746268656716, 'boys': 0.014925373134328358, 'girls': 0.014925373134328358, 'ooohhhwee': 0.014925373134328358, 'is': 0.014925373134328358, 'family': 0.029850746268656716, 'studio': 0.014925373134328358, 'souldier': 0.014925373134328358, 'savage': 0.014925373134328358, 'ass': 0.014925373134328358, 'party': 0.05970149253731343, 'uh': 0.014925373134328358, 'till': 0.014925373134328358, 'so': 0.014925373134328358, 'soldiah': 0.014925373134328358, 'no': 0.014925373134328358, 'troops': 0.014925373134328358, 'forever': 0.029850746268656716, 'bags': 0.014925373134328358}"
studios,{'whassup': 1.0}
whassup,"{'who': 0.5, 'from': 0.5}"
who,"{'dis': 0.046511627906976744, 'is': 0.046511627906976744, 'the': 0.06976744186046512, 'might': 0.023255813953488372, 'owes': 0.046511627906976744, 'done': 0.023255813953488372, 'will': 0.046511627906976744, 'i': 0.06976744186046512, 'plaster': 0.023255813953488372, 'thinkin': 0.023255813953488372, 'dont': 0.023255813953488372, 'took': 0.023255813953488372, 'kept': 0.023255813953488372, 'counted': 0.023255813953488372, 'ran': 0.023255813953488372, 'do': 0.023255813953488372, 'cant': 0.046511627906976744, 'yall': 0.023255813953488372, 'could': 0.046511627906976744, 'aint': 0.023255813953488372, 'we': 0.023255813953488372, 'came': 0.023255813953488372, 'rock': 0.023255813953488372, 'would': 0.046511627906976744, 'was': 0.046511627906976744, 'be': 0.023255813953488372, 'think': 0.023255813953488372, 'slit': 0.023255813953488372, 'leaving': 0.023255813953488372, 'start': 0.046511627906976744}"
dis,"{'is': 0.6666666666666666, 'game': 0.3333333333333333}"
is,"{'who': 0.006993006993006993, 'nigga': 0.006993006993006993, 'this': 0.027972027972027972, 'p': 0.013986013986013986, 'quick': 0.013986013986013986, 'homegrown': 0.006993006993006993, 'how': 0.006993006993006993, 'right': 0.013986013986013986, 'the': 0.055944055944055944, 'crack': 0.006993006993006993, 'bitches': 0.013986013986013986, 'for': 0.08391608391608392, 'and': 0.006993006993006993, 'my': 0.013986013986013986, 'all': 0.006993006993006993, 'rowdy': 0.013986013986013986, 'on': 0.02097902097902098, 'yo': 0.006993006993006993, 'a': 0.04195804195804196, 'bout': 0.055944055944055944, 'dead': 0.006993006993006993, 'talkin': 0.006993006993006993, 'escalated': 0.006993006993006993, 'cause': 0.006993006993006993, 'no': 0.006993006993006993, 'crys': 0.006993006993006993, 'coming': 0.013986013986013986, 'eat': 0.006993006993006993, 'leavin': 0.006993006993006993, 'wrong': 0.006993006993006993, 'some': 0.006993006993006993, 'real': 0.013986013986013986, 'wearin': 0.006993006993006993, 'bustas': 0.006993006993006993, 'put': 0.006993006993006993, 'your': 0.013986013986013986, 'to': 0.006993006993006993, 'so': 0.013986013986013986, 'i': 0.006993006993006993, 'in': 0.013986013986013986, 'sore': 0.006993006993006993, 'there': 0.06293706293706294, 'full': 0.006993006993006993, 'locked': 0.006993006993006993, 'confused': 0.006993006993006993, 'tthats': 0.006993006993006993, 'niggas': 0.006993006993006993, 'what': 0.013986013986013986, 'it': 0.006993006993006993, 'kickin': 0.006993006993006993, 'comin': 0.006993006993006993, 'going': 0.006993006993006993, 'tryin': 0.006993006993006993, 'too': 0.006993006993006993, 'about': 0.013986013986013986, 'missed': 0.006993006993006993, 'justice': 0.006993006993006993, 'pimpin': 0.006993006993006993, 'station': 0.006993006993006993, 'behind': 0.006993006993006993, 'funny': 0.006993006993006993, 'hustle': 0.006993006993006993, 'hard': 0.006993006993006993, 'like': 0.02097902097902098, 'dirty': 0.006993006993006993, 'miss': 0.006993006993006993, 'ghetto': 0.006993006993006993, 'sinkin': 0.006993006993006993, 'goin': 0.006993006993006993, 'gone': 0.006993006993006993, 'consumed': 0.006993006993006993, 'mr': 0.006993006993006993, 'its': 0.006993006993006993, 'mine': 0.006993006993006993, 'back': 0.006993006993006993, 'at': 0.006993006993006993, 'now': 0.006993006993006993, 'you': 0.006993006993006993, 'bad': 0.006993006993006993, 'satus': 0.006993006993006993, 'just': 0.006993006993006993, 'one': 0.006993006993006993, 'an': 0.006993006993006993, 'cold': 0.006993006993006993, 'unwritable': 0.006993006993006993}"
nigga,"{'this': 0.009287925696594427, 'im': 0.02476780185758514, 'make': 0.006191950464396285, 'that': 0.058823529411764705, 'play': 0.0030959752321981426, 'i': 0.04024767801857585, 'wit': 0.0030959752321981426, 'to': 0.018575851393188854, 'nigga': 0.030959752321981424, 'never': 0.0030959752321981426, 'front': 0.0030959752321981426, 'bun': 0.0030959752321981426, 'whatcha': 0.0030959752321981426, 'in': 0.02786377708978328, 'told': 0.0030959752321981426, 'head': 0.0030959752321981426, 'thats': 0.021671826625386997, 'horny': 0.0030959752321981426, 'bout': 0.0030959752321981426, 'start': 0.0030959752321981426, 'with': 0.030959752321981424, 'they': 0.009287925696594427, 'on': 0.006191950464396285, 'fuck': 0.006191950464396285, 'owe': 0.0030959752321981426, 'break': 0.0030959752321981426, 'run': 0.006191950464396285, 'you': 0.034055727554179564, 'and': 0.01238390092879257, 'go': 0.0030959752321981426, 'like': 0.021671826625386997, 'did': 0.0030959752321981426, 'bought': 0.0030959752321981426, 'been': 0.009287925696594427, 'lettin': 0.0030959752321981426, 'still': 0.0030959752321981426, 'real': 0.006191950464396285, 'but': 0.015479876160990712, 'shit': 0.0030959752321981426, 'when': 0.021671826625386997, 'think': 0.0030959752321981426, 'was': 0.0030959752321981426, 'what': 0.009287925696594427, 'quiet': 0.0030959752321981426, 'goin': 0.0030959752321981426, 'fall': 0.0030959752321981426, 'is': 0.009287925696594427, 'all': 0.006191950464396285, 'we': 0.018575851393188854, 'no': 0.009287925696594427, 'family': 0.0030959752321981426, 'master': 0.009287925696594427, 'ha': 0.006191950464396285, 'oh': 0.0030959752321981426, 'chill': 0.0030959752321981426, 'scream': 0.0030959752321981426, 'westside': 0.0030959752321981426, 'tryin': 0.006191950464396285, 'lived': 0.0030959752321981426, 'mississippi': 0.0030959752321981426, 'snitch': 0.01238390092879257, 'come': 0.006191950464396285, 'lay': 0.0030959752321981426, 'getting': 0.0030959752321981426, 'one': 0.006191950464396285, 'perpetrating': 0.0030959752321981426, 'snitching': 0.006191950464396285, 'missing': 0.0030959752321981426, 'riding': 0.0030959752321981426, 'mad': 0.0030959752321981426, 'door': 0.0030959752321981426, 'imma': 0.0030959752321981426, 'pocket': 0.0030959752321981426, 'niggas': 0.0030959752321981426, 'whatchall': 0.0030959752321981426, 'who': 0.006191950464396285, 'whats': 0.0030959752321981426, 'stop': 0.0030959752321981426, 'if': 0.009287925696594427, 'say': 0.0030959752321981426, 'da': 0.0030959752321981426, 'remix': 0.0030959752321981426, 'fast': 0.0030959752321981426, 'ask': 0.0030959752321981426, 'keep': 0.0030959752321981426, 'get': 0.01238390092879257, 'love': 0.0030959752321981426, 'shes': 0.0030959752321981426, 'would': 0.0030959752321981426, 'its': 0.006191950464396285, 'fool': 0.0030959752321981426, 'a': 0.009287925696594427, 'fully': 0.0030959752321981426, 'from': 0.009287925696594427, 'dick': 0.009287925696594427, 'live': 0.0030959752321981426, 'flipflop': 0.0030959752321981426, 'rest': 0.0030959752321981426, 'came': 0.0030959752321981426, 'now': 0.0030959752321981426, 'hay': 0.0030959752321981426, 'can': 0.0030959752321981426, 'the': 0.006191950464396285, 'call': 0.006191950464396285, 'lookin': 0.0030959752321981426, 'be': 0.006191950464396285, 'out': 0.006191950464396285, 'trapped': 0.0030959752321981426, 'learned': 0.0030959752321981426, 'lose': 0.0030959752321981426, 'home': 0.0030959752321981426, 'ummm': 0.0030959752321981426, 'joe': 0.0030959752321981426, 'some': 0.0030959752321981426, 'kill': 0.006191950464396285, 'know': 0.0030959752321981426, 'tryna': 0.006191950464396285, 'dont': 0.009287925696594427, 'he': 0.02786377708978328, 'down': 0.0030959752321981426, 'lets': 0.04024767801857585, 'then': 0.0030959752321981426, 'yeah': 0.0030959752321981426, 'aint': 0.0030959752321981426, 'lest': 0.0030959752321981426, 'mercinary': 0.0030959752321981426, 'ball': 0.0030959752321981426, 'see': 0.0030959752321981426, 'fourteen': 0.0030959752321981426, 'ballin': 0.0030959752321981426, 'or': 0.0030959752321981426, 'versal': 0.0030959752321981426, 'tah': 0.0030959752321981426, 'tell': 0.0030959752321981426, 'let': 0.0030959752321981426, 'ghetto': 0.0030959752321981426, 'joey': 0.0030959752321981426, '2x': 0.0030959752321981426, 'back': 0.0030959752321981426, 'stay': 0.0030959752321981426, 'baller': 0.0030959752321981426, 'tried': 0.0030959752321981426, 'only': 0.0030959752321981426, 'close': 0.0030959752321981426, 'miss': 0.0030959752321981426, 'cost': 0.0030959752321981426}"
this,"{'rappin': 0.008620689655172414, 'oh': 0.004310344827586207, 'is': 0.10775862068965517, 'p': 0.01293103448275862, 'aint': 0.008620689655172414, 'pass': 0.004310344827586207, 'for': 0.034482758620689655, 'motherfuckin': 0.01293103448275862, 'i': 0.008620689655172414, 'motherfucker': 0.008620689655172414, 'tank': 0.004310344827586207, 'sista': 0.004310344827586207, 'imagine': 0.004310344827586207, 'ghetto': 0.034482758620689655, 'part': 0.004310344827586207, 'ghettghetto': 0.05172413793103448, 'but': 0.01293103448275862, 'cause': 0.004310344827586207, 'ghettghettghetto': 0.004310344827586207, 'thang': 0.004310344827586207, 'tru': 0.004310344827586207, 'in': 0.004310344827586207, 'at': 0.004310344827586207, 'black': 0.004310344827586207, 'weed': 0.004310344827586207, 'bout': 0.004310344827586207, 'we': 0.004310344827586207, 'game': 0.04310344827586207, 'shit': 0.04310344827586207, 'rifle': 0.004310344827586207, 'out': 0.008620689655172414, '97': 0.004310344827586207, 'only': 0.004310344827586207, 'ice': 0.004310344827586207, 'nigga': 0.017241379310344827, 'bad': 0.008620689655172414, 'show': 0.004310344827586207, 'bitch': 0.03017241379310345, 'mystikal': 0.004310344827586207, 'no': 0.004310344827586207, 'life': 0.01293103448275862, 'watch': 0.004310344827586207, 'young': 0.004310344827586207, 'whole': 0.004310344827586207, 'reality': 0.004310344827586207, 'industry': 0.004310344827586207, 'up': 0.004310344827586207, 'funny': 0.004310344827586207, 'mandantory': 0.004310344827586207, 'earth': 0.004310344827586207, 'eastside': 0.004310344827586207, 'southside': 0.004310344827586207, 'me': 0.004310344827586207, 'thug': 0.004310344827586207, '2pac': 0.004310344827586207, 'my': 0.017241379310344827, 'the': 0.01293103448275862, 'fucked': 0.004310344827586207, 'dope': 0.017241379310344827, 'goes': 0.01293103448275862, 'rap': 0.008620689655172414, 'new': 0.004310344827586207, 'all': 0.004310344827586207, 'niggas': 0.004310344827586207, 'this': 0.004310344827586207, 'fuckin': 0.004310344827586207, 'muthafuckin': 0.008620689655172414, 'a': 0.008620689655172414, 'time': 0.008620689655172414, 'cocked': 0.004310344827586207, 'system': 0.004310344827586207, 'muthafucka': 0.004310344827586207, 'fool': 0.004310344827586207, 'song': 0.008620689655172414, 'madness': 0.004310344827586207, 'ride': 0.004310344827586207, 'motherfucking': 0.01293103448275862, 'behind': 0.004310344827586207, 'to': 0.004310344827586207, 'another': 0.004310344827586207, 'street': 0.06896551724137931, 'hood': 0.004310344827586207, 'shady': 0.004310344827586207, 'here': 0.008620689655172414, 'before': 0.004310344827586207, 'hundred': 0.004310344827586207, 'gangsta': 0.004310344827586207, 'ship': 0.004310344827586207, 'tape': 0.004310344827586207, 'backup': 0.004310344827586207, 'world': 0.004310344827586207, 'son': 0.004310344827586207, 'rough': 0.004310344827586207, 'how': 0.004310344827586207, 'if': 0.004310344827586207, 'nickle': 0.004310344827586207, 'real': 0.03017241379310345, 'next': 0.004310344827586207, 'b': 0.004310344827586207, 'know': 0.008620689655172414, 'god': 0.004310344827586207, 'serv': 0.004310344827586207}"
rappin,"{'4tay': 0.2, 'is': 0.2, 'about': 0.2, 'or': 0.2, 'aint': 0.2}"
