Word,Frequency
yeah,"{'doodoodoo': 0.010869565217391304, 'glory': 0.010869565217391304, 'you': 0.05434782608695652, 'how': 0.021739130434782608, 'we': 0.021739130434782608, 'man': 0.010869565217391304, 'my': 0.010869565217391304, 'this': 0.010869565217391304, 'a': 0.010869565217391304, 'yes': 0.010869565217391304, 'its': 0.043478260869565216, 'i': 0.05434782608695652, '8x': 0.010869565217391304, 'coming': 0.010869565217391304, 'fa': 0.010869565217391304, 'southside': 0.021739130434782608, 'niggas': 0.010869565217391304, 'now': 0.010869565217391304, 'yeah': 0.11956521739130435, 'memories': 0.010869565217391304, 'love': 0.010869565217391304, 'check': 0.010869565217391304, 'ooohowoooo': 0.010869565217391304, 'oh': 0.010869565217391304, 'ima': 0.010869565217391304, 'ooh': 0.13043478260869565, 'thats': 0.021739130434782608, 'got': 0.010869565217391304, 'play': 0.021739130434782608, 'yall': 0.010869565217391304, 'dilla': 0.010869565217391304, 'uhuh': 0.010869565217391304, 'keep': 0.010869565217391304, 'wewe': 0.010869565217391304, 'lets': 0.021739130434782608, 'for': 0.010869565217391304, 'rock': 0.010869565217391304, 'the': 0.03260869565217391, 'uh': 0.021739130434782608, 'she': 0.010869565217391304, 'yo': 0.021739130434782608, 'listen': 0.010869565217391304, 'were': 0.010869565217391304, 'your': 0.010869565217391304, 'scratches': 0.010869565217391304, 'talkin': 0.010869565217391304, 'right': 0.010869565217391304, 'made': 0.021739130434782608, 'im': 0.010869565217391304}"
doodoodoo,{'doodooddoo': 1.0}
doodooddoo,{'diggydoo': 1.0}
diggydoo,{'yo': 1.0}
yo,"{'there': 0.023809523809523808, 'i': 0.09523809523809523, 'we': 0.14285714285714285, 'they': 0.023809523809523808, 'how': 0.023809523809523808, 'shit': 0.023809523809523808, 'thats': 0.023809523809523808, 'look': 0.023809523809523808, 'im': 0.023809523809523808, 'the': 0.047619047619047616, 'ass': 0.023809523809523808, 'a': 0.023809523809523808, 'it': 0.023809523809523808, 'check': 0.047619047619047616, 'pinot': 0.023809523809523808, 'get': 0.023809523809523808, 'ugh': 0.023809523809523808, 'lets': 0.023809523809523808, 'from': 0.023809523809523808, 'yo': 0.023809523809523808, 'what': 0.023809523809523808, 'he': 0.023809523809523808, 'why': 0.07142857142857142, 'complexion': 0.023809523809523808, 'if': 0.023809523809523808, 'stomach': 0.023809523809523808, 'talkin': 0.023809523809523808, 'its': 0.023809523809523808, 'is': 0.023809523809523808, 'you': 0.023809523809523808}"
there,"{'are': 0.14814814814814814, 'is': 0.14814814814814814, 'for': 0.1111111111111111, 'were': 0.07407407407407407, 'keep': 0.037037037037037035, 'the': 0.037037037037037035, 'well': 0.037037037037037035, 'be': 0.037037037037037035, 'i': 0.07407407407407407, 'hoein': 0.037037037037037035, 'on': 0.037037037037037035, 'was': 0.07407407407407407, 'when': 0.037037037037037035, 'with': 0.037037037037037035, 'asap': 0.037037037037037035, 'to': 0.037037037037037035}"
are,"{'times': 0.07142857142857142, 'the': 0.08928571428571429, 'thieflike': 0.017857142857142856, 'like': 0.05357142857142857, 'one': 0.05357142857142857, 'here': 0.03571428571428571, 'we': 0.05357142857142857, 'your': 0.017857142857142856, 'smoke': 0.017857142857142856, 'so': 0.017857142857142856, 'subliminal': 0.017857142857142856, 'masculine': 0.017857142857142856, 'spoke': 0.017857142857142856, 'created': 0.017857142857142856, 'rewriting': 0.21428571428571427, 'a': 0.017857142857142856, 'through': 0.017857142857142856, 'for': 0.017857142857142856, 'who': 0.05357142857142857, 'you': 0.03571428571428571, 'uhuh': 0.017857142857142856, 'in': 0.017857142857142856, 'universal': 0.017857142857142856, 'good': 0.017857142857142856, 'misunderstood': 0.017857142857142856, 'to': 0.017857142857142856, 'black': 0.017857142857142856, 'adventures': 0.017857142857142856}"
times,"{'when': 0.29411764705882354, 'i': 0.17647058823529413, 'it': 0.058823529411764705, 'many': 0.058823529411764705, 'so': 0.058823529411764705, 'was': 0.058823529411764705, 'had': 0.058823529411764705, 'escape': 0.058823529411764705, 'is': 0.058823529411764705, 'you': 0.058823529411764705, 'are': 0.058823529411764705}"
when,"{'youll': 0.030303030303030304, 'its': 0.06818181818181818, 'im': 0.03787878787878788, 'i': 0.19696969696969696, 'shed': 0.007575757575757576, 'she': 0.05303030303030303, 'the': 0.12121212121212122, 'it': 0.07575757575757576, 'theyre': 0.015151515151515152, 'he': 0.015151515151515152, 'to': 0.05303030303030303, 'you': 0.11363636363636363, 'your': 0.015151515151515152, 'time': 0.007575757575757576, 'walking': 0.007575757575757576, 'paper': 0.007575757575757576, 'this': 0.022727272727272728, 'we': 0.022727272727272728, 'in': 0.007575757575757576, 'life': 0.007575757575757576, 'people': 0.007575757575757576, 'my': 0.015151515151515152, 'porn': 0.007575757575757576, 'j': 0.007575757575757576, 'they': 0.022727272727272728, 'em': 0.007575757575757576, 'jay': 0.007575757575757576, 'no': 0.007575757575757576, 'youre': 0.007575757575757576, 'everything': 0.007575757575757576, 'there': 0.007575757575757576, 'rap': 0.007575757575757576}"
youll,"{'need': 0.4444444444444444, 'agree': 0.1111111111111111, 'find': 0.4444444444444444}"
